item_id,order_id,product_id,quantity,discount_percent
357,150,10,2,0
358,150,29,5,5
359,150,98,5,15
360,150,16,1,15
361,150,59,5,10
362,151,83,3,10
363,151,91,1,10
364,151,25,5,0
365,151,181,4,25
366,152,97,1,10
367,152,41,4,15
368,152,36,3,10
369,152,59,4,15
370,153,123,1,10
371,153,162,1,0
372,153,5,5,0
373,154,14,2,25
374,154,101,3,20
375,154,27,2,10
376,155,169,5,15
377,155,67,5,20
378,155,92,4,10
379,155,36,3,5
380,155,126,3,25
381,156,55,1,15
382,156,126,5,0
383,157,2,3,5
384,157,114,2,10
385,158,105,3,15
386,158,58,2,15
387,159,51,3,5
388,159,79,5,20
389,159,156,1,20
390,159,16,1,0
391,159,7,2,10
392,160,46,1,0
393,160,34,4,15
394,160,97,1,15
395,161,102,2,10
396,162,172,5,10
397,162,195,4,20
398,162,121,3,10
399,163,29,1,5
400,163,188,5,10
401,163,129,3,5
402,164,24,4,25
403,164,45,4,10
404,164,197,2,0
405,164,182,5,10
406,164,15,3,15
407,165,143,5,25
408,165,23,2,15
409,165,123,1,15
410,165,18,4,20
411,166,76,5,25
412,166,129,5,20
413,166,165,1,25
414,167,40,4,5
415,167,177,5,25
416,168,33,4,20
417,169,79,1,10
418,169,90,3,0
419,169,152,4,5
420,169,196,2,5
421,169,12,5,20
422,170,123,1,5
423,170,132,2,25
424,170,71,2,20
425,171,140,3,25
426,171,40,4,0
427,171,75,5,15
428,172,161,2,10
429,172,79,3,15
430,172,54,3,15
431,172,67,4,10
432,173,146,4,10
433,174,146,1,5
434,174,26,1,0
435,175,19,3,5
436,175,43,1,25
437,175,136,1,10
438,176,194,5,10
439,176,139,5,0
440,176,42,2,15
441,177,187,5,20
442,178,106,4,0
443,178,131,5,5
444,178,60,2,5
445,178,96,1,0
446,178,64,5,10
447,179,182,2,5
448,180,83,3,20
449,181,175,3,10
450,181,116,1,5
451,181,21,4,15
452,181,140,1,0
453,182,23,2,5
454,182,72,4,0
455,183,124,2,0
456,184,131,1,10
457,184,21,3,5
458,184,58,4,10
459,184,113,3,25
460,185,88,3,10
461,185,167,1,15
462,185,195,2,25
463,185,50,1,0
464,185,105,3,25
465,186,68,5,15
466,186,101,3,15
467,187,136,1,10
468,187,189,5,0
469,188,108,4,10
470,188,86,1,15
471,188,38,5,15
472,189,65,2,0
473,189,197,2,15
474,190,14,1,15
475,191,24,3,15
476,191,41,2,25
477,192,33,5,25
478,192,73,3,5
479,192,26,5,15
480,193,181,3,0
481,193,99,3,10
482,194,26,5,25
483,194,4,3,10
484,194,3,1,20
485,195,84,2,20
486,195,189,1,25
487,196,170,5,10
488,197,197,2,0
489,197,200,4,20
490,197,102,1,25
491,197,158,5,0
492,197,162,5,15
493,198,152,5,20
494,199,110,3,25
495,199,148,1,5
496,199,26,1,20
497,199,128,1,25
498,200,134,4,20
499,201,190,1,10
500,201,115,3,25
501,201,150,1,15
502,201,125,1,15
503,201,83,4,15
504,202,13,5,20
505,202,111,4,15
506,202,140,5,10
507,202,31,4,20
508,202,46,1,5
509,203,143,3,5
510,204,168,5,10
511,204,120,5,10
512,204,16,1,10
513,205,74,1,25
514,206,95,1,15
515,206,132,5,20
516,206,88,1,0
517,206,140,5,25
518,206,24,1,15
519,207,174,4,20
520,207,126,2,10
521,207,131,1,20
522,208,199,3,0
523,209,179,3,20
524,210,104,4,15
525,210,96,4,25
526,210,26,4,20
527,210,82,3,0
528,210,36,2,0
529,211,52,3,5
530,211,176,4,20
531,211,51,5,25
532,211,200,4,20
533,211,159,3,15
534,212,25,2,25
535,212,163,5,10
536,212,119,1,0
537,213,28,4,20
538,213,75,3,0
539,213,161,2,5
540,214,188,3,25
541,214,16,2,5
542,215,133,4,20
543,215,158,2,0
544,215,52,5,0
545,215,76,4,15
546,216,14,3,0
547,216,147,4,25
548,216,48,4,5
549,216,145,2,5
550,217,90,5,25
551,217,92,2,15
552,217,110,2,0
553,217,2,5,20
554,217,93,2,5
555,218,184,4,5
556,218,113,2,0
557,218,111,4,15
558,219,95,3,20
559,220,166,1,10
560,220,148,4,5
561,220,5,2,15
562,220,83,2,15
563,221,199,3,10
564,222,177,1,20
565,223,197,5,5
566,223,2,4,20
567,224,36,5,10
568,225,133,1,15
569,226,14,3,20
570,226,177,4,15
571,226,39,5,10
572,226,35,4,25
573,227,159,1,20
574,227,18,4,5
575,227,116,5,20
576,227,200,1,0
577,227,69,4,5
578,228,1,2,25
579,229,187,5,20
580,229,143,2,5
581,229,149,4,20
582,229,125,1,20
583,230,113,4,0
584,230,18,3,25
585,230,44,3,25
586,231,45,3,10
587,231,64,1,0
588,232,33,5,20
589,232,56,2,0
590,232,6,2,15
591,232,121,3,0
592,233,10,5,5
593,234,187,3,25
594,235,188,3,5
595,235,128,1,20
596,235,132,2,0
597,236,178,5,0
598,236,140,1,5
599,236,199,3,5
600,237,8,4,0
601,237,78,5,20
602,237,165,2,0
603,237,85,3,10
604,238,7,5,5
605,238,127,3,25
606,238,154,5,25
607,238,102,5,10
608,238,142,1,20
609,239,127,3,20
610,239,142,3,15
611,240,168,4,10
612,240,140,2,5
613,240,49,2,20
614,240,103,3,5
615,240,86,1,10
616,241,105,3,15
617,241,24,4,10
618,241,36,4,10
619,242,140,5,10
620,243,14,4,15
621,243,22,2,10
622,244,89,1,0
623,244,18,4,25
624,245,10,1,5
625,246,164,3,25
626,246,30,5,0
627,247,26,4,0
628,248,117,4,5
629,249,190,1,0
630,249,150,4,20
631,250,167,2,15
632,250,188,2,0
633,250,97,5,10
634,250,121,2,25
635,250,5,2,0
636,251,98,2,0
637,251,80,1,0
638,252,152,2,10
639,252,66,2,5
640,252,150,3,25
641,252,77,1,25
642,253,89,4,20
643,253,180,4,10
644,253,38,5,15
645,253,191,1,25
646,253,126,2,10
647,254,195,4,5
648,255,126,2,0
649,255,135,5,20
650,255,126,1,15
651,256,13,3,10
652,256,100,2,0
653,257,54,4,10
654,257,74,3,15
655,257,19,5,20
656,258,20,4,25
657,258,123,2,10
658,258,179,2,25
659,258,19,3,5
660,259,24,1,10
661,259,7,4,25
662,259,143,1,5
663,259,112,4,10
664,259,153,2,20
665,260,3,4,0
666,260,50,5,5
667,260,145,3,5
668,260,119,1,25
669,261,57,3,5
670,261,77,4,0
671,262,107,3,25
672,262,172,5,5
673,262,33,2,10
674,262,178,4,0
675,263,108,3,0
676,263,8,3,20
677,264,181,5,10
678,265,42,3,0
679,266,69,2,25
680,267,72,3,15
681,268,79,4,15
682,268,56,5,15
683,268,21,5,0
684,269,24,2,25
685,269,12,4,5
686,269,62,3,15
687,270,92,5,20
688,270,183,4,20
689,270,70,5,15
690,271,81,4,15
691,272,92,4,10
692,272,97,4,15
693,272,97,4,15
694,272,66,5,25
695,273,24,2,10
696,274,180,5,0
697,274,101,5,25
698,275,72,1,5
699,275,43,3,5
700,275,42,1,15
701,275,180,3,25
702,276,91,2,25
703,276,35,3,25
704,276,74,2,0
705,276,79,4,0
706,277,4,1,10
707,278,147,5,5
708,278,81,5,0
709,278,14,3,20
710,279,26,5,20
711,279,50,4,10
712,280,20,3,15
713,280,149,1,10
714,280,153,1,20
715,280,59,4,15
716,280,91,2,20
717,281,118,5,0
718,282,10,3,15
719,282,138,2,10
720,282,24,1,20
721,282,13,4,10
722,282,10,5,10
723,283,16,2,10
724,283,70,3,0
725,284,54,4,10
726,284,10,2,25
727,285,179,5,10
728,285,45,2,25
729,285,12,5,10
730,285,150,3,0
731,285,49,1,5
732,286,194,1,10
733,286,87,5,10
734,287,148,5,25
735,287,95,5,5
736,287,69,1,20
737,287,178,4,0
738,287,111,4,10
739,288,83,2,15
740,289,12,1,20
741,289,23,1,25
742,290,121,1,5
743,290,34,5,0
744,290,172,2,5
745,290,178,3,5
746,291,138,2,15
747,292,19,3,10
748,293,179,5,0
749,293,121,5,5
750,293,19,4,10
751,294,19,3,20
752,295,31,1,0
753,295,76,4,20
754,295,128,2,15
755,295,30,1,15
756,296,61,4,0
757,296,45,1,10
758,296,54,5,10
759,296,90,1,5
760,296,93,3,25
761,297,150,5,15
762,297,119,2,0
763,298,51,1,5
764,298,31,2,0
765,298,185,2,10
766,298,51,3,25
767,299,171,4,15
768,299,179,4,5
769,299,155,1,5
770,300,178,4,5
771,300,21,3,5
772,301,152,3,10
773,301,4,4,0
774,302,20,3,15
775,302,187,1,25
776,302,34,1,10
777,303,184,5,10
778,303,153,5,10
779,303,66,4,10
780,303,57,5,5
781,303,109,1,0
782,304,123,3,20
783,304,28,2,25
784,305,49,3,5
785,305,55,2,15
786,305,160,3,0
787,306,114,3,0
788,306,129,1,25
789,306,1,4,25
790,306,90,4,10
791,307,138,2,10
792,307,84,3,20
793,307,189,2,20
794,308,110,5,25
795,308,97,1,5
796,309,51,3,20
797,310,125,5,0
798,310,87,1,15
799,311,53,1,25
800,311,189,5,0
801,312,124,2,20
802,313,65,5,10
803,313,99,2,15
804,314,110,4,15
805,314,50,1,5
806,314,194,5,25
807,314,104,2,25
808,315,133,4,5
809,315,53,5,20
810,315,118,3,10
811,316,126,1,0
812,317,172,1,5
813,317,22,3,5
814,317,182,3,20
815,318,191,2,20
816,319,59,5,10
817,319,42,4,5
818,319,132,2,20
819,319,131,1,10
820,320,107,3,25
821,320,160,4,0
822,320,76,1,5
823,320,143,4,10
824,320,79,4,15
825,321,5,4,10
826,321,139,1,5
827,321,62,3,15
828,321,134,2,20
829,321,151,2,10
830,322,191,3,5
831,322,60,3,0
832,322,104,5,20
833,322,80,2,20
834,322,64,5,5
835,323,171,5,15
836,323,7,4,25
837,323,38,4,5
838,323,139,2,5
839,324,159,1,20
840,324,36,5,10
841,324,121,5,25
842,325,169,4,10
843,326,91,3,10
844,326,108,1,5
845,326,170,1,25
846,327,163,5,15
847,327,130,4,10
848,327,150,2,15
849,327,153,5,10
850,327,133,1,25
851,328,46,5,25
852,328,106,3,10
853,329,73,5,5
854,329,118,4,0
855,329,145,3,20
856,330,21,1,20
857,331,192,5,10
858,331,29,2,15
859,331,77,3,25
860,331,115,4,5
861,331,149,1,0
862,332,139,5,10
863,333,80,1,25
864,334,198,1,10
865,334,115,1,20
866,335,46,2,0
867,335,176,5,15
868,335,29,4,25
869,336,37,3,20
870,336,140,2,25
871,337,170,5,10
872,337,177,3,25
873,338,44,4,0
874,338,164,5,0
875,338,68,3,10
876,338,157,1,5
877,339,139,5,20
878,339,96,1,5
879,340,28,4,10
880,340,193,3,15
881,340,96,4,25
882,341,191,2,15
883,342,88,1,20
884,342,56,4,0
885,343,78,4,0
886,343,182,2,5
887,343,117,1,25
888,343,177,2,10
889,344,6,4,20
890,344,48,1,25
891,345,36,1,5
892,346,95,5,0
893,347,200,2,20
894,348,162,4,20
895,348,170,3,0
896,349,160,4,25
897,349,47,3,10
898,349,39,3,0
899,350,94,3,20
900,350,145,4,5
901,350,60,3,20
902,350,17,5,25
903,350,160,5,20
904,351,81,3,5
905,352,44,5,5
906,353,157,4,15
907,353,9,2,10
908,354,162,5,20
909,354,73,3,20
910,354,82,3,10
911,355,35,2,0
912,356,83,3,25
913,357,129,4,5
914,357,148,1,5
915,357,154,5,25
916,357,177,5,15
917,357,115,2,5
918,358,167,3,25
919,358,176,2,15
920,358,8,4,25
921,358,56,2,5
922,358,14,1,25
923,359,20,4,0
924,359,156,3,10
925,359,123,4,5
926,359,34,5,10
927,360,167,1,15
928,361,106,2,0
929,362,90,4,25
930,362,122,3,20
931,362,190,4,5
932,362,128,3,15
933,363,14,2,25
934,363,5,2,15
935,363,101,2,20
936,364,110,1,5
937,364,99,5,15
938,364,30,4,10
939,364,129,3,0
940,365,86,2,0
941,365,137,5,15
942,366,85,5,10
943,367,47,2,20
944,368,132,4,15
945,368,188,1,15
946,368,41,4,10
947,369,107,1,0
948,369,63,3,0
949,370,1,3,20
950,371,143,2,20
951,371,116,1,5
952,371,96,1,15
953,371,23,5,20
954,372,69,5,15
955,373,67,3,0
956,373,6,5,15
957,374,13,4,10
958,374,170,3,0
959,375,178,4,25
960,375,19,2,25
961,376,83,2,10
962,376,108,1,0
963,377,84,3,25
964,377,86,2,10
965,377,162,1,5
966,377,113,5,25
967,378,187,2,0
968,378,30,3,20
969,379,17,1,5
970,379,8,5,25
971,380,59,5,10
972,380,49,1,0
973,380,197,4,25
974,381,159,3,25
975,381,176,1,10
976,381,33,2,5
977,381,68,3,0
978,382,141,5,15
979,382,8,4,0
980,383,190,2,15
981,384,197,4,15
982,385,120,1,25
983,385,144,1,15
984,385,196,1,15
985,386,14,3,25
986,386,16,4,10
987,387,8,3,0
988,387,23,5,5
989,387,46,5,25
990,388,71,1,25
991,389,191,1,25
992,389,76,3,0
993,389,117,5,0
994,390,70,2,20
995,390,145,2,10
996,390,58,1,15
997,390,49,2,10
998,390,111,1,10
999,391,172,3,5
1000,391,40,3,25
1001,392,182,1,0
1002,392,64,3,0
1003,393,76,5,0
1004,393,36,4,25
1005,393,141,5,5
1006,393,99,3,20
1007,393,179,2,10
1008,394,163,2,15
1009,394,62,5,5
1010,394,186,5,15
1011,395,129,5,10
1012,395,105,1,25
1013,395,105,5,10
1014,395,84,4,20
1015,395,162,3,15
1016,396,14,5,5
1017,397,21,5,10
1018,397,126,5,25
1019,397,151,4,10
1020,397,145,1,5
1021,398,162,2,20
1022,398,192,3,10
1023,398,166,5,10
1024,399,158,2,0
1025,399,119,5,10
1026,399,85,4,20
1027,399,68,3,20
1028,399,167,1,25
1029,400,44,2,0
1030,400,123,4,0
1031,400,80,4,10
1032,401,176,1,25
1033,401,173,2,20
1034,402,109,1,0
1035,403,20,5,5
1036,404,114,4,20
1037,404,18,1,20
1038,405,19,5,25
1039,405,154,5,0
1040,406,178,2,15
1041,406,136,1,0
1042,406,29,1,10
1043,406,118,1,20
1044,407,168,3,10
1045,407,179,3,10
1046,407,81,2,25
1047,407,35,3,15
1048,407,121,2,0
1049,408,178,1,20
1050,408,175,3,0
1051,408,23,1,20
1052,408,70,3,25
1053,409,176,2,15
1054,410,91,5,25
1055,410,34,1,15
1056,410,88,3,0
1057,410,77,4,5
1058,411,175,1,0
1059,411,2,5,20
1060,412,139,5,25
1061,412,121,4,10
1062,412,191,1,10
1063,413,62,4,15
1064,413,43,2,5
1065,414,130,3,10
1066,414,110,5,25
1067,414,176,2,0
1068,414,194,3,20
1069,414,60,3,10
1070,415,138,5,0
1071,415,185,1,25
1072,415,127,2,5
1073,415,119,4,25
1074,415,19,5,25
1075,416,156,1,5
1076,417,115,4,15
1077,417,64,1,0
1078,417,3,2,10
1079,417,177,2,15
1080,418,169,3,20
1081,418,57,2,10
1082,419,140,3,0
1083,419,178,3,25
1084,420,18,3,20
1085,420,71,1,25
1086,421,6,4,10
1087,421,111,4,5
1088,421,59,5,15
1089,421,198,5,20
1090,422,138,1,0
1091,422,135,5,5
1092,423,25,1,15
1093,423,97,1,10
1094,423,171,5,10
1095,424,82,5,25
1096,424,163,4,0
1097,424,65,2,10
1098,424,58,4,15
1099,425,105,5,25
1100,426,105,4,25
1101,426,64,2,10
1102,426,70,5,15
1103,426,98,1,15
1104,426,2,2,20
1105,427,163,4,5
1106,428,193,4,5
1107,428,54,5,0
1108,428,93,4,0
1109,429,40,1,15
1110,430,190,4,5
1111,430,155,4,25
1112,431,99,5,25
1113,431,197,2,15
1114,432,59,3,5
1115,432,135,5,0
1116,432,168,3,5
1117,433,102,5,10
1118,434,190,3,10
1119,434,101,1,25
1120,434,168,4,20
1121,434,135,5,10
1122,434,130,5,20
1123,435,62,2,0
1124,435,160,1,25
1125,436,190,2,5
1126,436,188,1,10
1127,436,77,2,0
1128,437,123,5,10
1129,437,54,3,25
1130,437,137,3,15
1131,437,65,3,25
1132,438,4,3,10
1133,438,107,2,10
1134,439,7,3,25
1135,439,197,3,0
1136,439,104,2,0
1137,440,109,4,10
1138,440,25,4,0
1139,441,14,1,5
1140,441,57,4,20
1141,441,5,3,15
1142,442,69,2,0
1143,442,34,1,15
1144,442,173,4,0
1145,443,96,5,0
1146,443,178,5,10
1147,443,108,5,0
1148,443,193,2,25
1149,444,144,5,0
1150,445,161,4,0
1151,445,129,5,20
1152,446,3,4,5
1153,446,71,2,0
1154,446,123,3,5
1155,446,5,5,25
1156,447,114,4,5
1157,448,39,4,20
1158,449,109,4,15
1159,449,58,3,20
1160,449,81,5,25
1161,449,112,1,0
1162,450,189,3,25
1163,450,10,1,20
1164,451,96,5,10
1165,452,195,3,20
1166,453,18,3,25
1167,453,100,3,0
1168,453,112,4,20
1169,453,44,1,5
1170,454,113,1,25
1171,455,155,3,5
1172,455,104,1,15
1173,455,32,5,15
1174,456,121,1,25
1175,457,150,4,20
1176,458,62,4,5
1177,458,7,1,15
1178,458,66,5,25
1179,459,81,3,15
1180,460,21,2,5
1181,460,35,3,20
1182,461,24,5,25
1183,461,105,2,10
1184,461,142,1,5
1185,461,5,1,10
1186,462,175,2,15
1187,462,37,3,25
1188,462,101,5,0
1189,462,172,3,5
1190,462,192,5,25
1191,463,62,1,10
1192,464,143,1,20
1193,464,128,4,5
1194,465,73,1,10
1195,465,110,4,0
1196,466,8,1,0
1197,467,112,1,20
1198,467,89,5,0
1199,467,97,1,20
1200,467,157,2,25
1201,468,39,5,25
1202,468,139,4,10
1203,469,50,4,15
1204,469,199,1,10
1205,469,92,1,25
1206,469,20,5,0
1207,470,144,4,20
1208,470,93,1,5
1209,471,119,3,25
1210,472,52,4,25
1211,472,20,2,10
1212,472,17,3,5
1213,472,195,4,0
1214,472,135,5,25
1215,473,21,2,10
1216,474,17,3,25
1217,474,41,1,5
1218,474,21,5,5
1219,474,55,5,15
1220,475,53,1,0
1221,475,175,4,0
1222,476,61,2,20
1223,476,151,4,20
1224,476,178,3,15
1225,476,59,4,25
1226,476,119,3,15
1227,477,190,3,25
1228,478,27,1,20
1229,478,152,3,10
1230,478,36,1,15
1231,478,33,3,20
1232,478,70,1,5
1233,479,127,4,10
1234,479,150,3,25
1235,479,21,2,5
1236,480,6,5,20
1237,480,66,3,10
1238,481,40,2,10
1239,482,83,3,20
1240,482,181,3,5
1241,482,44,5,10
1242,483,19,3,0
1243,484,61,4,25
1244,485,52,2,10
1245,485,81,5,15
1246,486,28,2,5
1247,487,189,2,25
1248,488,55,1,10
1249,489,110,1,25
1250,489,59,1,0
1251,489,32,2,15
1252,490,36,2,25
1253,491,108,4,25
1254,491,177,5,0
1255,491,131,2,25
1256,492,32,2,25
1257,492,95,2,25
1258,493,39,1,0
1259,493,20,1,20
1260,493,150,1,20
1261,493,141,2,25
1262,493,188,1,20
1263,494,124,5,20
1264,494,55,2,5
1265,494,12,5,25
1266,494,17,2,20
1267,494,167,5,0
1268,495,162,5,20
1269,496,109,1,5
1270,497,5,5,5
1271,497,144,5,15
1272,497,169,5,25
1273,498,31,5,0
1274,499,69,2,5
1275,499,196,3,25
1276,499,133,4,5
1277,500,139,2,10
1278,501,130,5,0
1279,501,93,5,20
1280,502,199,4,15
1281,502,169,5,15
1282,502,129,1,15
1283,503,105,5,15
1284,503,146,1,5
1285,504,72,3,15
1286,504,67,3,5
1287,505,52,3,20
1288,506,136,4,10
1289,507,132,3,0
1290,508,177,5,5
1291,508,176,4,0
1292,509,38,5,0
1293,510,125,3,10
1294,510,38,2,25
1295,510,68,5,20
1296,510,142,1,0
1297,511,78,4,15
1298,512,139,5,20
1299,512,199,2,15
1300,512,49,5,0
1301,512,86,5,15
1302,513,92,5,15
1303,513,107,5,25
1304,514,28,3,0
1305,515,200,2,10
1306,515,138,3,10
1307,515,71,3,5
1308,516,108,4,20
1309,516,49,2,15
1310,517,49,2,10
1311,517,89,4,0
1312,517,130,1,0
1313,517,122,3,20
1314,517,97,4,0
1315,518,181,3,10
1316,518,169,4,15
1317,518,96,5,25
1318,518,69,5,0
1319,519,135,5,25
1320,520,90,4,0
1321,520,13,4,0
1322,520,99,1,0
1323,520,66,1,5
1324,520,43,2,25
1325,521,87,5,15
1326,522,3,4,10
1327,523,134,3,10
1328,524,45,2,20
1329,524,93,1,20
1330,524,172,3,10
1331,525,55,4,0
1332,526,189,3,20
1333,527,132,3,20
1334,527,169,4,25
1335,528,196,1,20
1336,529,28,4,10
1337,529,83,4,25
1338,530,81,4,15
1339,530,134,2,15
1340,530,167,2,15
1341,531,154,1,25
1342,531,10,5,20
1343,532,169,4,5
1344,532,166,1,5
1345,532,109,3,20
1346,533,180,1,15
1347,533,120,3,15
1348,534,113,3,5
1349,535,50,3,0
1350,535,146,4,0
1351,536,83,3,10
1352,536,8,1,25
1353,537,173,2,5
1354,537,50,3,5
1355,537,192,1,15
1356,538,186,2,25
1357,538,125,3,20
1358,538,109,2,0
1359,539,129,5,10
