order_id,customer_id,order_date,status,payment_method,shipping_cost
173,2225,2023-11-20,Completed,Credit Card,0.0
174,4065,2023-04-24,Completed,Credit Card,5.99
175,419,2022-02-16,Completed,Credit Card,0.0
176,1379,2021-10-02,Completed,Credit Card,5.99
177,3135,2023-10-13,Cancelled,PayPal,9.99
178,1645,2021-04-23,Completed,Credit Card,5.99
179,1232,2021-11-12,Completed,Credit Card,0.0
180,4015,2022-02-25,Pending,Credit Card,9.99
181,3241,2021-07-24,Completed,Cash,5.99
182,4037,2023-08-10,Completed,Debit Card,0.0
183,3476,2022-06-10,Completed,Cash,5.99
184,2873,2021-03-10,Pending,Cash,9.99
185,4871,2021-09-23,Completed,Credit Card,9.99
186,3226,2023-12-11,Pending,Credit Card,5.99
187,2162,2021-06-02,Completed,Credit Card,0.0
188,2743,2021-04-02,Completed,Credit Card,9.99
189,4246,2023-02-18,Pending,Debit Card,5.99
190,3641,2021-01-06,Completed,Credit Card,9.99
191,3173,2023-09-20,Completed,Credit Card,5.99
192,3155,2023-03-06,Completed,Debit Card,0.0
193,2125,2022-04-21,Completed,Debit Card,0.0
194,4779,2022-08-31,Pending,Debit Card,0.0
195,2172,2022-07-15,Completed,Credit Card,0.0
196,3626,2022-03-02,Completed,PayPal,0.0
197,642,2022-03-02,Completed,Debit Card,5.99
198,2858,2022-07-28,Completed,Credit Card,5.99
199,2897,2023-05-01,Completed,PayPal,5.99
200,1955,2021-01-05,Completed,Cash,5.99
201,2254,2022-01-07,Completed,Credit Card,9.99
202,3632,2023-02-08,Returned,Credit Card,14.99
203,2071,2022-03-03,Completed,Credit Card,0.0
204,2620,2022-05-19,Completed,Credit Card,5.99
205,296,2023-01-21,Returned,PayPal,0.0
206,1063,2023-03-27,Completed,Credit Card,0.0
207,2075,2022-07-23,Completed,PayPal,5.99
208,193,2021-06-01,Completed,Debit Card,5.99
209,2987,2023-04-07,Cancelled,Debit Card,9.99
210,1978,2022-01-03,Completed,Credit Card,5.99
211,3627,2024-01-26,Pending,Credit Card,0.0
212,4057,2023-10-12,Completed,Credit Card,9.99
213,1390,2021-03-19,Completed,Credit Card,0.0
214,4920,2021-12-17,Completed,Credit Card,0.0
215,46,2022-11-09,Completed,PayPal,0.0
216,4581,2021-11-05,Completed,Credit Card,14.99
217,2236,2021-07-13,Completed,PayPal,5.99
218,4295,2023-01-08,Completed,Credit Card,5.99
219,3264,2021-06-30,Completed,PayPal,9.99
220,2580,2022-07-05,Completed,Cash,5.99
221,1860,2022-04-12,Completed,Credit Card,9.99
222,2120,2022-12-20,Completed,PayPal,5.99
223,2727,2021-07-15,Completed,Debit Card,14.99
224,222,2023-08-31,Completed,PayPal,9.99
225,1942,2021-09-25,Completed,Debit Card,5.99
226,3613,2022-02-10,Completed,Credit Card,5.99
227,2863,2023-02-20,Completed,Credit Card,14.99
228,2291,2023-11-06,Cancelled,Credit Card,5.99
229,4539,2023-01-20,Completed,Debit Card,5.99
230,267,2021-03-31,Completed,Cash,9.99
231,3949,2022-06-24,Completed,Debit Card,5.99
232,4301,2022-10-01,Completed,Credit Card,0.0
233,60,2024-01-03,Completed,PayPal,5.99
234,3069,2023-01-15,Completed,PayPal,5.99
235,1881,2021-12-14,Completed,Credit Card,0.0
236,4359,2023-03-07,Completed,Credit Card,5.99
237,1769,2021-04-16,Completed,Credit Card,9.99
238,1628,2021-10-18,Completed,PayPal,0.0
239,4372,2022-05-19,Completed,PayPal,0.0
240,3047,2022-11-15,Completed,Credit Card,9.99
241,3301,2022-08-12,Returned,Credit Card,5.99
242,4755,2023-08-22,Completed,PayPal,0.0
243,1545,2021-11-11,Completed,Cash,9.99
244,1529,2021-12-12,Pending,PayPal,5.99
245,4974,2022-06-10,Completed,Debit Card,5.99
246,991,2021-03-14,Completed,Credit Card,5.99
247,2029,2022-10-17,Completed,Debit Card,0.0
248,3335,2023-01-08,Cancelled,Credit Card,9.99
249,4923,2022-05-01,Completed,PayPal,5.99
250,3112,2021-04-04,Completed,Credit Card,5.99
251,2482,2023-04-11,Completed,PayPal,9.99
252,4300,2021-06-07,Returned,Credit Card,0.0
253,352,2021-08-26,Completed,PayPal,0.0
254,2267,2022-04-08,Completed,Credit Card,0.0
255,240,2021-02-04,Cancelled,Credit Card,0.0
256,3889,2021-01-09,Completed,Debit Card,5.99
257,1814,2022-06-30,Completed,Credit Card,5.99
258,3757,2023-01-19,Completed,Cash,0.0
259,1713,2023-12-24,Completed,Debit Card,0.0
260,454,2021-10-04,Cancelled,Debit Card,0.0
261,2252,2023-08-28,Completed,PayPal,14.99
262,716,2023-01-16,Completed,PayPal,5.99
263,2882,2021-12-05,Completed,Debit Card,5.99
264,11,2022-02-07,Completed,Cash,5.99
265,3165,2022-07-03,Returned,Credit Card,5.99
266,1790,2021-04-16,Completed,Credit Card,0.0
267,1448,2023-11-04,Completed,Debit Card,14.99
268,2110,2023-10-05,Completed,Credit Card,9.99
269,241,2021-03-15,Cancelled,Credit Card,5.99
270,2575,2023-02-06,Completed,Credit Card,5.99
271,847,2023-05-08,Completed,Credit Card,5.99
272,376,2022-04-07,Completed,PayPal,0.0
273,1157,2022-03-25,Completed,Debit Card,0.0
274,3340,2022-11-16,Completed,Cash,5.99
275,2958,2023-01-20,Completed,PayPal,0.0
276,4232,2023-01-03,Completed,Credit Card,0.0
277,1888,2023-04-03,Completed,Credit Card,5.99
278,4367,2022-05-07,Completed,Credit Card,14.99
279,3703,2023-11-09,Pending,PayPal,14.99
280,4764,2023-01-30,Completed,Credit Card,0.0
281,3538,2021-05-10,Returned,Credit Card,0.0
282,1688,2023-12-13,Completed,Cash,5.99
283,1656,2021-11-12,Completed,Debit Card,9.99
284,2387,2022-06-18,Cancelled,Credit Card,14.99
285,3233,2022-03-06,Completed,Credit Card,9.99
286,3828,2023-06-18,Completed,PayPal,5.99
287,2304,2022-09-01,Returned,PayPal,0.0
288,3499,2023-12-22,Completed,Credit Card,0.0
289,2183,2023-03-09,Completed,Credit Card,0.0
290,3229,2021-03-28,Completed,PayPal,5.99
291,3538,2021-03-31,Completed,PayPal,0.0
292,306,2022-12-09,Completed,PayPal,9.99
293,2029,2023-01-07,Completed,Debit Card,9.99
294,1790,2023-09-28,Completed,Cash,0.0
295,1119,2022-03-04,Completed,Credit Card,14.99
296,3979,2022-02-19,Completed,Credit Card,5.99
297,1611,2023-12-11,Completed,Debit Card,14.99
298,4673,2021-01-07,Completed,Debit Card,14.99
299,3888,2023-08-02,Completed,PayPal,0.0
300,2167,2021-09-15,Completed,Credit Card,5.99
301,914,2023-04-12,Completed,PayPal,0.0
302,2750,2023-03-07,Completed,Credit Card,9.99
303,4872,2021-01-02,Completed,Debit Card,5.99
304,1202,2022-08-15,Cancelled,,14.99
305,440,2021-01-21,Completed,Debit Card,0.0
306,4716,2022-09-15,Completed,Debit Card,5.99
307,2324,2022-05-31,Completed,Credit Card,14.99
308,572,2023-07-23,Completed,Credit Card,5.99
309,438,2023-01-29,Cancelled,Debit Card,0.0
310,728,2021-02-23,Cancelled,PayPal,5.99
311,174,2021-07-30,Completed,Credit Card,0.0
312,1467,2023-07-21,Completed,Credit Card,0.0
313,4008,2022-10-07,Pending,Credit Card,5.99
314,3574,2021-02-01,Returned,Cash,0.0
315,368,2022-11-14,Completed,Credit Card,9.99
316,3957,2023-04-25,Completed,Credit Card,5.99
317,4369,2023-03-14,Completed,PayPal,9.99
318,903,2022-12-12,Returned,Debit Card,0.0
319,4886,2022-10-24,Completed,Credit Card,0.0
320,2687,2023-11-23,Completed,Cash,0.0
321,942,2021-03-21,Completed,Debit Card,0.0
322,3210,2023-03-26,Completed,Debit Card,5.99
323,2450,2022-10-24,Completed,Credit Card,5.99
324,4242,2024-01-01,Returned,PayPal,14.99
325,2150,2023-03-24,Completed,Credit Card,5.99
326,4849,2023-10-15,Completed,Credit Card,0.0
327,3781,2021-09-30,Completed,Credit Card,0.0
328,3898,2021-12-02,Completed,PayPal,9.99
329,4635,2022-02-18,Completed,Debit Card,5.99
330,3845,2021-12-13,Completed,Debit Card,9.99
331,1657,2022-08-16,Completed,Credit Card,0.0
332,4247,2022-01-08,Completed,Debit Card,0.0
333,1609,2021-03-28,Completed,PayPal,0.0
334,1934,2022-06-01,Completed,Credit Card,9.99
335,178,2022-05-07,Returned,PayPal,0.0
336,3499,2021-02-07,Pending,Credit Card,5.99
337,715,2021-05-06,Completed,PayPal,5.99
338,2160,2023-03-29,Completed,Credit Card,5.99
339,2062,2022-05-05,Pending,Debit Card,0.0
340,1761,2021-05-12,Completed,Cash,5.99
341,2634,2021-08-04,Completed,Cash,0.0
342,3664,2021-03-18,Pending,Credit Card,14.99
343,3041,2023-05-30,Completed,Credit Card,0.0
344,2209,2023-08-20,Completed,Credit Card,0.0
345,3876,2021-07-26,Returned,PayPal,5.99
346,4327,2022-05-20,Completed,Debit Card,9.99
347,4834,2023-02-21,Completed,Credit Card,0.0
348,1724,2022-05-11,Completed,Credit Card,5.99
349,2797,2022-11-28,Completed,Cash,0.0
350,188,2021-06-10,Completed,Debit Card,0.0
351,2818,2021-07-06,Completed,Credit Card,5.99
352,1503,2022-09-09,Returned,Credit Card,0.0
353,3358,2021-10-29,Completed,Credit Card,5.99
354,260,2021-04-12,Completed,Debit Card,9.99
355,1522,2021-11-12,Completed,Cash,9.99
356,3829,2024-01-27,Completed,PayPal,0.0
357,238,2023-03-26,Completed,Credit Card,5.99
358,3306,2021-08-11,Returned,PayPal,14.99
359,4325,2021-10-01,Cancelled,Credit Card,9.99
360,3854,2021-10-23,Completed,Credit Card,0.0
361,2738,2022-03-19,Completed,Cash,5.99
362,3545,2021-11-20,Completed,Credit Card,14.99
363,3854,2023-04-23,Completed,Credit Card,5.99
364,496,2021-09-05,Completed,Cash,9.99
365,3940,2022-07-07,Completed,Credit Card,5.99
366,698,2021-01-05,Returned,PayPal,0.0
367,4439,2021-09-27,Completed,Cash,0.0
368,981,2022-08-12,Completed,Debit Card,0.0
369,1311,2022-11-07,Completed,Credit Card,0.0
370,4913,2022-09-03,Completed,Credit Card,9.99
371,1494,2021-10-07,Completed,Credit Card,5.99
372,1960,2021-10-26,Completed,Credit Card,9.99
373,3270,2022-06-20,Completed,PayPal,5.99
374,778,2021-11-16,Completed,Credit Card,5.99
375,1790,2021-12-16,Completed,Credit Card,0.0
376,4670,2022-08-12,Completed,Debit Card,14.99
377,900,2022-05-07,Completed,Debit Card,5.99
378,1044,2021-02-15,Completed,PayPal,5.99
379,1537,2021-11-01,Completed,Credit Card,14.99
380,4031,2022-04-19,Completed,PayPal,5.99
381,3783,2021-09-27,Completed,Debit Card,9.99
382,2078,2021-04-25,Completed,Credit Card,9.99
383,2982,2021-01-31,Completed,Credit Card,0.0
384,4901,2021-02-25,Completed,Credit Card,0.0
385,4819,2021-07-17,Completed,Debit Card,14.99
386,4268,2022-01-26,Completed,Credit Card,5.99
387,2438,2021-09-23,Completed,Cash,0.0
388,840,2023-07-06,Returned,,5.99
389,1697,2023-12-15,Completed,Cash,5.99
390,2036,2021-12-17,Cancelled,Credit Card,9.99
391,4082,2024-01-21,Completed,Credit Card,14.99
392,3369,2021-11-26,Completed,Credit Card,14.99
393,4101,2022-06-27,Cancelled,Credit Card,14.99
394,3653,2022-04-28,Completed,PayPal,0.0
395,74,2022-11-13,Completed,Credit Card,9.99
396,2740,2021-05-06,Completed,Credit Card,0.0
397,4138,2023-09-28,Completed,Credit Card,0.0
398,96,2021-07-16,Completed,Credit Card,9.99
399,4009,2022-04-23,Completed,PayPal,5.99
400,4742,2022-11-19,Cancelled,Debit Card,14.99
401,542,2022-04-17,Completed,Debit Card,0.0
402,368,2021-11-28,Returned,Credit Card,9.99
403,3314,2022-10-23,Returned,Cash,0.0
404,2977,2023-02-19,Completed,Debit Card,0.0
405,976,2021-08-27,Completed,Credit Card,5.99
406,246,2023-09-20,Cancelled,Credit Card,5.99
407,3501,2023-04-22,Returned,Cash,5.99
408,2190,2022-01-12,Completed,Debit Card,14.99
409,335,2022-07-29,Completed,Debit Card,5.99
410,4063,2023-11-30,Completed,Credit Card,0.0
411,294,2022-07-17,Completed,Credit Card,0.0
412,3728,2023-04-16,Completed,Debit Card,5.99
413,4324,2023-09-27,Completed,Debit Card,5.99
414,1680,2023-02-09,Completed,Debit Card,5.99
415,4407,2022-08-09,Completed,Debit Card,0.0
416,2469,2021-04-25,Completed,Credit Card,9.99
417,3616,2024-01-06,Completed,PayPal,0.0
418,4350,2023-07-20,Completed,Cash,5.99
419,2203,2023-07-28,Completed,PayPal,5.99
420,4197,2023-01-14,Completed,Credit Card,0.0
421,1608,2022-03-18,Completed,Credit Card,9.99
422,88,2023-02-09,Completed,PayPal,5.99
423,1868,2021-05-22,Returned,Debit Card,5.99
424,2084,2022-07-18,Completed,Debit Card,5.99
425,4240,2021-01-08,Completed,Cash,14.99
426,2878,2022-01-23,Completed,Debit Card,5.99
427,3789,2021-01-01,Returned,Debit Card,5.99
428,1746,2023-08-11,Completed,Credit Card,0.0
429,3546,2021-03-23,Completed,Credit Card,0.0
430,2692,2021-04-21,Completed,Credit Card,0.0
431,2333,2023-03-15,Completed,Cash,14.99
432,60,2022-05-19,Completed,Credit Card,5.99
433,2385,2022-05-02,Completed,Credit Card,9.99
434,2149,2023-02-11,Completed,PayPal,0.0
435,1060,2021-04-23,Completed,Debit Card,5.99
436,3926,2021-09-21,Completed,Debit Card,14.99
437,1514,2023-09-21,Completed,Credit Card,0.0
438,4212,2022-01-20,Completed,PayPal,5.99
439,474,2021-09-07,Completed,Credit Card,14.99
440,82,2022-11-16,Completed,Credit Card,14.99
441,1550,2023-05-17,Completed,Credit Card,9.99
442,965,2023-08-21,Completed,Credit Card,9.99
443,3701,2021-12-02,Completed,Credit Card,5.99
444,4540,2023-05-14,Returned,Debit Card,0.0
445,4146,2021-05-22,Completed,Credit Card,9.99
446,2006,2023-10-01,Completed,Debit Card,14.99
447,3195,2022-02-10,Completed,Credit Card,5.99
448,2100,2023-05-30,Completed,Credit Card,0.0
449,2013,2022-01-19,Completed,,5.99
450,678,2021-10-26,Completed,Cash,5.99
451,3507,2022-08-20,Completed,PayPal,0.0
452,4035,2022-10-20,Completed,Cash,9.99
453,4254,2024-01-22,Completed,Debit Card,5.99
454,2668,2023-08-22,Completed,Debit Card,5.99
455,4118,2023-07-12,Completed,Debit Card,5.99
456,2188,2023-07-21,Completed,Debit Card,0.0
457,2139,2022-02-05,Completed,Credit Card,5.99
458,2189,2024-01-19,Completed,Debit Card,5.99
459,342,2022-01-09,Returned,Credit Card,5.99
460,4513,2022-09-08,Returned,Credit Card,0.0
461,4604,2022-02-02,Completed,Debit Card,5.99
462,4691,2023-10-27,Completed,Credit Card,5.99
463,2585,2021-11-16,Completed,Credit Card,14.99
464,4814,2021-05-12,Completed,Credit Card,9.99
465,1767,2022-07-27,Completed,Cash,9.99
466,197,2023-06-05,Completed,Credit Card,5.99
467,1638,2021-12-07,Completed,Credit Card,5.99
468,1526,2021-11-24,Cancelled,PayPal,0.0
469,276,2021-12-06,Completed,Credit Card,9.99
470,3778,2022-01-17,Completed,Credit Card,5.99
471,3046,2021-11-25,Completed,Credit Card,9.99
472,3570,2023-12-22,Completed,Credit Card,5.99
473,42,2022-04-02,Completed,Credit Card,0.0
474,2804,2022-02-08,Completed,Credit Card,0.0
475,1266,2023-12-06,Completed,Credit Card,9.99
476,3468,2021-06-19,Completed,PayPal,0.0
477,444,2022-02-08,Completed,Debit Card,0.0
478,1018,2023-10-22,Completed,Debit Card,14.99
479,2963,2022-10-29,Completed,Credit Card,5.99
480,1303,2021-12-28,Completed,Credit Card,0.0
481,1694,2021-12-01,Completed,PayPal,0.0
482,310,2022-03-22,Completed,Credit Card,0.0
483,1068,2022-11-23,Completed,PayPal,5.99
484,4973,2021-02-27,Completed,Credit Card,9.99
485,4900,2023-02-28,Completed,PayPal,0.0
486,3295,2021-10-24,Returned,Credit Card,9.99
487,3122,2023-09-21,Completed,Credit Card,0.0
488,1605,2021-02-26,Completed,PayPal,0.0
489,1794,2022-08-20,Completed,PayPal,14.99
490,175,2021-03-28,Pending,Credit Card,0.0
491,4919,2021-07-16,Completed,Cash,9.99
492,1353,2022-07-24,Completed,Credit Card,9.99
493,2015,2022-09-05,Completed,Credit Card,0.0
494,2935,2021-06-02,Completed,Debit Card,5.99
495,3274,2021-12-18,Completed,Debit Card,5.99
496,2889,2022-09-30,Completed,Cash,14.99
497,2169,2022-11-25,Completed,Credit Card,5.99
498,27,2021-11-25,Cancelled,Credit Card,5.99
499,2006,2022-01-15,Completed,Debit Card,0.0
500,241,2021-11-14,Completed,Credit Card,5.99
501,3606,2022-05-31,Completed,Credit Card,0.0
502,4893,2023-01-28,Completed,Credit Card,0.0
503,4860,2023-03-06,Completed,Credit Card,14.99
504,962,2023-06-26,Completed,Credit Card,0.0
505,2894,2021-02-23,Completed,Credit Card,0.0
506,2255,2023-12-06,Completed,Debit Card,5.99
507,493,2022-03-28,Completed,Debit Card,9.99
508,1475,2022-04-10,Completed,Credit Card,0.0
509,3793,2022-12-15,Completed,Credit Card,0.0
510,1708,2021-03-12,Completed,Credit Card,0.0
511,1339,2022-07-27,Completed,Credit Card,0.0
512,211,2023-04-30,Pending,Debit Card,5.99
513,963,2021-11-17,Cancelled,Cash,5.99
514,1196,2022-01-23,Completed,Debit Card,5.99
515,4992,2022-02-07,Completed,Debit Card,5.99
516,2927,2023-07-30,Completed,Credit Card,9.99
517,1762,2022-07-25,Completed,Credit Card,5.99
518,766,2021-08-20,Completed,Cash,14.99
519,4575,2022-12-23,Completed,Cash,5.99
520,2674,2022-02-07,Completed,Credit Card,9.99
521,36,2022-12-02,Completed,Credit Card,5.99
522,181,2022-04-25,Completed,PayPal,5.99
523,2394,2022-03-01,Completed,Credit Card,9.99
524,1049,2023-12-06,Completed,PayPal,0.0
525,1643,2023-07-05,Completed,PayPal,5.99
526,643,2023-11-08,Completed,Credit Card,9.99
527,4356,2023-01-18,Completed,Cash,9.99
528,1148,2021-06-13,Completed,Cash,5.99
529,320,2021-02-14,Completed,Cash,5.99
530,3150,2022-11-29,Completed,Credit Card,0.0
531,4237,2022-05-12,Completed,Credit Card,14.99
532,1035,2021-03-08,Completed,Debit Card,5.99
533,455,2022-07-03,Completed,Credit Card,9.99
534,2466,2022-11-28,Completed,Credit Card,0.0
535,4329,2023-09-15,Completed,Credit Card,0.0
536,1020,2023-01-11,Completed,Debit Card,5.99
537,267,2022-12-09,Completed,Credit Card,5.99
538,4642,2021-05-02,Cancelled,Credit Card,5.99
539,1946,2023-11-08,Completed,Credit Card,0.0
540,459,2022-01-15,Completed,Debit Card,0.0
541,2840,2022-12-09,Completed,Debit Card,0.0
542,2436,2023-09-04,Completed,Credit Card,0.0
543,4348,2021-09-22,Cancelled,,0.0
544,2359,2022-04-06,Completed,Credit Card,9.99
545,3673,2022-01-08,Completed,Debit Card,5.99
546,1782,2022-01-27,Completed,PayPal,5.99
