review_id,order_id,product_id,rating,review_text,review_date
179,5503,167,3,Average product,2023-09-03
180,2772,178,2,Not great,2021-12-01
181,7554,47,5,Excellent product!,2022-09-05
182,3796,148,4,Satisfied with purchase,2023-04-13
183,11471,112,5,Best purchase ever!,2021-03-04
184,4358,132,2,Below expectations,2023-01-21
185,5746,6,4,Satisfied with purchase,2021-03-07
186,3762,130,4,Good quality,2021-05-10
187,6000,147,5,Love it!,2021-06-24
188,5481,187,5,Love it!,2022-05-23
189,3496,33,5,Excellent product!,2022-04-27
190,2974,44,4,Satisfied with purchase,2021-10-27
191,1581,19,5,Best purchase ever!,2021-04-02
192,2822,59,3,Decent,2021-03-18
193,1452,66,5,Highly recommend!,2023-06-29
194,10067,88,5,Love it!,2022-10-10
195,4931,169,4,Works well,2022-09-09
196,4885,114,1,Waste of money,2023-10-10
197,7171,166,3,It's okay,2022-01-03
198,7629,121,4,Nice product,2021-06-09
199,11525,109,2,Below expectations,2021-02-06
200,14023,108,4,Satisfied with purchase,2023-08-31
201,1712,138,4,Good quality,2021-04-13
202,7145,116,5,Love it!,2022-07-24
203,13603,170,4,Satisfied with purchase,2021-12-08
204,930,189,4,Satisfied with purchase,2021-09-27
205,4861,30,4,Nice product,2022-05-16
206,6186,21,4,Nice product,2023-01-22
207,3818,163,4,Works well,2023-10-23
208,1334,10,3,Average product,2023-03-06
209,4278,29,4,Works well,2021-06-29
210,6051,74,4,Nice product,2023-06-30
211,4309,124,4,Satisfied with purchase,2022-05-07
212,1338,181,4,Works well,2021-11-28
213,9980,183,3,It's okay,2021-05-23
214,2796,91,4,Good quality,2021-05-25
215,2816,7,1,Waste of money,2023-04-22
216,10211,26,4,Good quality,2022-07-28
217,3096,75,3,Not bad,2021-06-03
218,10198,38,5,Best purchase ever!,2022-06-25
219,4755,76,5,Highly recommend!,2022-01-01
220,582,126,3,Not bad,2021-04-13
221,1249,7,3,Average product,2022-01-09
222,1516,16,5,Best purchase ever!,2022-01-23
223,2810,126,5,Best purchase ever!,2021-01-20
224,1317,39,4,Works well,2021-09-10
225,13860,26,3,,2021-09-07
226,14249,28,4,Good quality,2021-12-10
227,794,107,5,Highly recommend!,2021-10-30
228,2295,80,4,Works well,2023-03-27
229,5721,189,4,Good quality,2023-04-29
230,8105,104,5,Highly recommend!,2023-08-18
231,3941,77,1,Poor quality,2022-03-10
232,3870,126,5,Best purchase ever!,2023-10-04
233,5473,168,5,Best purchase ever!,2022-10-30
234,13789,114,4,Satisfied with purchase,2021-06-09
235,11304,83,4,Works well,2022-09-30
236,12772,56,5,Love it!,2023-01-17
237,1702,137,5,Highly recommend!,2021-07-16
238,9074,102,5,Love it!,2023-01-12
239,3858,38,3,Average product,2023-06-04
240,1770,153,1,Terrible,2021-03-21
241,3644,157,4,Nice product,2023-05-16
242,4065,71,2,Below expectations,2022-02-02
243,7749,47,4,Nice product,2022-04-14
244,2415,44,4,Good quality,2022-09-25
245,8194,39,4,Good quality,2023-12-21
246,8363,9,4,,2022-09-15
247,465,73,2,Disappointed,2023-12-05
248,510,142,3,Decent,2022-07-09
249,4122,14,4,Works well,2022-08-10
250,9481,22,3,Average product,2021-01-23
251,8045,20,3,Average product,2021-07-16
252,7106,139,4,Good quality,2023-09-01
253,5457,132,5,Highly recommend!,2023-10-23
254,6166,2,3,Average product,2022-07-27
255,6413,162,5,Love it!,2023-07-24
256,14901,77,5,Love it!,2023-02-19
257,2166,83,4,Satisfied with purchase,2022-04-15
258,311,53,5,Love it!,2022-09-28
259,7197,157,5,Love it!,2022-02-02
260,9562,130,5,Excellent product!,2023-11-13
261,13901,46,2,Not great,2021-08-23
262,1175,5,4,Good quality,2021-08-26
263,8610,34,5,Love it!,2021-09-07
264,1252,111,2,Disappointed,2023-12-21
265,8665,43,2,Could be better,2022-12-07
266,12706,111,4,Works well,2022-07-10
267,2182,198,1,Do not buy,2022-09-26
268,6213,169,4,Good quality,2021-09-24
269,12356,162,4,Nice product,2021-06-01
270,12278,47,5,Best purchase ever!,2022-09-01
271,2518,75,2,Disappointed,2021-04-15
272,5562,59,4,Works well,2023-04-25
273,1171,131,5,Excellent product!,2022-11-26
274,8429,136,5,Excellent product!,2021-12-01
275,2632,85,5,Love it!,2021-09-04
276,11647,14,5,Best purchase ever!,2022-09-11
277,10782,54,2,Below expectations,2023-05-22
278,5510,172,3,Not bad,2021-10-19
279,12007,146,2,Not great,2022-03-27
280,12060,84,5,Excellent product!,2023-06-29
281,12794,68,5,Love it!,2022-01-05
282,3429,172,4,Nice product,2022-08-30
283,10165,107,3,Decent,2023-06-19
284,220,148,2,Disappointed,2022-07-08
285,9380,121,4,Works well,2023-05-06
286,9889,106,2,Below expectations,2023-11-05
287,7872,28,3,,2023-06-02
288,12118,94,4,Satisfied with purchase,2023-06-13
289,6295,11,2,Below expectations,2023-05-15
290,2430,59,5,Highly recommend!,2022-02-02
291,12466,97,3,It's okay,2023-01-21
292,1681,141,5,Highly recommend!,2022-06-21
293,2477,113,4,Works well,2022-10-18
294,5803,47,3,Decent,2021-02-04
295,8337,154,5,Highly recommend!,2022-11-10
296,2634,63,4,Good quality,2022-10-14
297,5258,65,3,It's okay,2022-12-08
298,3132,88,3,Average product,2023-05-11
299,12680,140,2,Disappointed,2021-07-21
300,9595,13,4,,2022-09-09
301,6898,180,4,Good quality,2022-08-11
302,7547,161,4,Good quality,2023-03-24
303,8587,91,5,Highly recommend!,2022-10-05
304,14241,180,2,Could be better,2022-09-09
305,11754,73,1,Do not buy,2021-02-15
306,12129,188,5,Best purchase ever!,2021-07-04
307,5432,39,2,Not great,2023-01-31
308,3970,178,2,Disappointed,2022-05-20
309,6271,44,4,Satisfied with purchase,2023-10-05
310,5844,195,4,Works well,2023-01-30
311,5472,21,4,Satisfied with purchase,2022-02-07
312,2562,90,3,It's okay,2022-03-08
313,3002,46,5,Excellent product!,2023-02-20
314,6330,167,3,It's okay,2021-11-21
315,3727,36,4,Nice product,2022-06-28
316,9764,94,1,Terrible,2023-02-13
317,1817,124,5,Excellent product!,2022-08-27
318,10525,58,3,Not bad,2022-12-01
319,3326,6,4,Good quality,2023-03-10
320,6727,54,4,Nice product,2023-02-19
321,5851,60,4,,2023-10-30
322,10563,89,3,It's okay,2021-02-28
323,8701,93,4,Good quality,2023-03-12
324,12120,61,4,Satisfied with purchase,2022-03-19
325,8755,78,4,Satisfied with purchase,2022-06-07
326,13777,123,4,Nice product,2021-10-14
327,13874,160,4,Good quality,2022-06-19
328,7107,9,5,Love it!,2021-12-06
329,1592,76,3,Not bad,2022-12-10
330,5132,123,5,Love it!,2021-07-13
331,9076,51,5,Highly recommend!,2022-12-30
332,11974,116,5,Excellent product!,2023-01-20
333,7898,78,5,Love it!,2021-10-04
334,2179,30,4,Satisfied with purchase,2021-09-29
335,12864,14,1,Terrible,2022-12-27
336,2633,170,4,Satisfied with purchase,2021-09-16
337,14940,54,5,Best purchase ever!,2022-05-28
338,7707,147,3,Average product,2022-10-19
339,5415,44,5,Excellent product!,2022-07-25
340,2058,134,2,Could be better,2021-10-25
341,5326,29,4,Satisfied with purchase,2021-10-10
342,11819,52,2,Not great,2021-05-11
343,13679,74,4,Works well,2023-11-10
344,8285,105,5,Love it!,2022-05-19
345,14075,28,4,Nice product,2022-04-02
346,2581,55,3,It's okay,2021-02-02
347,6066,49,4,Good quality,2021-01-02
348,9452,78,5,Highly recommend!,2021-07-21
349,10965,3,3,,2023-03-10
350,310,87,4,Good quality,2022-09-03
351,9269,49,4,Good quality,2021-07-26
352,9466,133,4,Works well,2021-11-28
353,2657,181,2,Could be better,2021-06-13
354,4313,187,5,Best purchase ever!,2021-03-25
355,6224,60,5,Excellent product!,2021-11-27
356,3527,76,2,Disappointed,2021-06-02
357,13340,130,4,Good quality,2022-04-30
358,10005,88,5,Excellent product!,2023-04-19
359,5124,53,2,Not great,2021-06-18
360,2375,102,5,Highly recommend!,2021-02-16
361,1416,93,4,Nice product,2021-04-25
362,12064,175,4,Good quality,2022-01-21
363,5106,105,4,Nice product,2022-11-25
364,13451,190,4,Works well,2021-06-06
365,5892,78,4,Good quality,2023-02-12
366,2677,150,5,Best purchase ever!,2021-06-13
367,7560,161,4,Satisfied with purchase,2022-01-11
368,13988,157,2,Not great,2021-05-29
369,142,139,3,It's okay,2021-08-13
370,14071,33,5,Love it!,2022-07-23
371,10589,69,4,Works well,2023-05-25
372,438,107,4,Works well,2021-01-11
373,4940,71,4,Good quality,2021-04-24
374,1957,200,5,Love it!,2021-12-15
375,9362,108,5,Love it!,2021-04-20
376,5427,83,5,Excellent product!,2023-03-02
377,4940,177,2,Not great,2022-08-03
378,5285,193,3,Decent,2021-07-01
379,12532,101,5,Love it!,2023-03-01
380,11220,31,5,,2022-06-24
381,11735,119,5,,2023-09-09
382,1285,124,4,,2023-04-25
383,3501,34,2,Below expectations,2021-04-16
384,10014,86,2,Could be better,2023-08-23
385,3505,15,5,Best purchase ever!,2022-12-27
386,2613,145,3,Decent,2021-04-15
387,10466,5,4,Works well,2023-06-17
388,10518,163,5,Best purchase ever!,2023-10-16
389,7657,144,4,Works well,2021-05-22
390,6606,178,1,Poor quality,2021-09-03
391,3206,120,4,Good quality,2022-05-22
392,3111,105,5,Best purchase ever!,2022-08-17
393,4383,8,4,Nice product,2021-05-22
394,7639,17,4,Good quality,2023-11-04
395,14536,175,4,Works well,2023-02-17
396,7101,105,3,Decent,2021-01-07
397,6181,102,2,Below expectations,2021-06-12
398,5282,104,1,Poor quality,2021-09-03
399,13214,166,4,Satisfied with purchase,2022-04-18
400,8532,76,4,Nice product,2023-04-07
401,4504,110,4,Nice product,2022-08-20
402,7814,173,2,,2021-12-27
403,12707,12,4,Satisfied with purchase,2023-05-19
404,11476,64,3,Not bad,2022-11-05
405,4390,145,5,Best purchase ever!,2023-09-15
406,4390,156,4,Works well,2023-08-21
407,572,194,2,,2021-10-17
408,1204,84,3,Not bad,2021-05-24
409,12891,66,3,It's okay,2021-10-20
410,6999,138,5,Excellent product!,2022-08-24
411,4596,86,4,Good quality,2022-12-08
412,3244,124,4,Nice product,2021-05-01
413,5274,113,4,Satisfied with purchase,2021-11-12
414,8315,182,4,Works well,2022-07-08
415,3032,112,5,Love it!,2022-12-14
416,9822,157,5,Excellent product!,2023-12-28
417,6323,186,5,Excellent product!,2022-02-07
418,4804,87,5,Excellent product!,2022-07-16
419,9720,188,3,It's okay,2021-02-07
420,10699,157,5,Highly recommend!,2023-07-26
421,2853,128,3,Not bad,2022-02-09
422,4313,52,5,Highly recommend!,2022-12-15
423,14199,8,4,Nice product,2022-05-17
424,3199,146,4,Good quality,2023-03-29
425,1102,108,1,Waste of money,2023-03-03
426,11482,183,4,,2021-05-13
427,7555,171,4,Works well,2021-05-17
428,5267,187,2,,2021-02-28
429,2550,5,4,Works well,2023-01-21
430,3994,103,4,Works well,2021-12-19
431,7996,48,3,Not bad,2022-10-04
432,8114,25,5,Love it!,2022-04-11
433,4628,71,5,Highly recommend!,2021-11-02
434,401,173,2,Disappointed,2021-03-04
435,10253,1,4,Works well,2022-02-11
436,8004,106,4,Nice product,2022-01-20
437,1426,139,5,Love it!,2023-11-20
438,4510,194,4,Good quality,2023-04-06
439,11240,77,3,Average product,2022-05-01
440,1076,52,4,Works well,2022-05-01
441,4370,24,4,Works well,2023-10-22
442,6641,182,3,Not bad,2021-12-06
443,10540,172,4,Works well,2021-03-14
444,7274,37,4,Good quality,2023-04-20
445,3019,116,2,Not great,2021-10-13
446,3388,25,4,Works well,2023-02-03
447,5267,70,3,Average product,2021-10-25
448,390,145,3,Not bad,2022-07-05
449,1912,127,3,Decent,2022-11-17
450,12203,58,5,Love it!,2022-10-05
451,1749,41,4,Satisfied with purchase,2021-12-31
452,12018,56,3,Average product,2023-09-20
453,8097,160,3,Average product,2021-10-10
454,3102,148,3,Not bad,2023-12-17
455,4299,36,5,Best purchase ever!,2023-01-26
456,11818,117,4,Good quality,2021-06-01
457,13777,45,5,Excellent product!,2022-04-24
458,5433,8,5,Best purchase ever!,2022-07-30
459,258,19,4,Good quality,2021-07-02
460,14478,182,2,Not great,2022-06-17
461,8081,179,5,Excellent product!,2023-08-31
462,3885,123,4,Nice product,2021-12-29
463,12966,188,2,Not great,2021-02-11
464,2214,195,4,Nice product,2022-04-07
465,8913,12,4,Nice product,2022-10-06
466,8533,44,4,Nice product,2021-09-05
467,11240,198,4,Works well,2021-03-12
468,6932,192,5,Excellent product!,2022-01-25
469,9542,170,2,Below expectations,2022-11-26
470,11813,91,4,Satisfied with purchase,2023-06-24
471,4206,47,1,Do not buy,2023-04-12
472,2527,43,4,,2023-02-24
473,12677,183,3,Average product,2021-07-17
474,926,30,3,Average product,2021-05-31
475,7997,134,3,Decent,2021-09-12
476,6842,46,5,Excellent product!,2022-09-27
477,11930,194,4,Nice product,2022-08-31
478,4883,149,4,Satisfied with purchase,2023-05-17
479,6154,56,1,Do not buy,2023-10-07
480,151,25,5,Highly recommend!,2023-10-22
481,711,95,1,Do not buy,2022-11-16
482,12185,29,5,Best purchase ever!,2021-10-29
483,6046,6,5,Love it!,2021-01-07
484,6454,185,2,Not great,2023-11-15
485,14652,28,4,Good quality,2022-03-30
486,6987,66,1,Terrible,2022-04-11
487,8269,88,3,Average product,2021-05-30
488,13246,199,3,Decent,2023-02-22
489,9373,52,5,Love it!,2021-07-24
490,4676,104,4,Satisfied with purchase,2023-12-19
491,8285,92,1,Waste of money,2021-05-03
492,3180,140,2,Could be better,2023-10-19
493,2777,72,3,It's okay,2021-06-10
494,2914,69,5,Highly recommend!,2023-01-27
495,12317,94,4,,2021-08-11
496,12699,84,4,Satisfied with purchase,2022-08-16
497,7426,73,5,Best purchase ever!,2022-10-10
498,9834,40,4,Nice product,2023-01-19
499,13440,152,5,Highly recommend!,2021-02-17
500,11783,162,3,Decent,2022-10-29
501,9548,44,5,Love it!,2022-04-15
502,2363,34,5,Highly recommend!,2021-07-11
503,14405,112,4,Satisfied with purchase,2021-11-16
504,11956,175,4,Satisfied with purchase,2021-06-20
505,21,138,4,Nice product,2021-09-19
506,3648,84,4,Satisfied with purchase,2022-11-15
507,2862,21,3,Decent,2021-06-16
508,9861,200,3,Decent,2022-04-10
509,2131,48,4,Good quality,2021-12-04
510,10809,182,4,Good quality,2022-02-13
511,9076,151,3,Not bad,2021-12-18
512,4737,180,2,Not great,2021-08-02
513,10695,96,5,Best purchase ever!,2023-07-21
514,12360,86,4,Works well,2021-03-24
515,12,184,3,Average product,2023-11-18
516,3040,193,5,Excellent product!,2021-11-19
517,2976,93,3,Decent,2022-09-12
518,11738,53,4,Nice product,2022-03-17
519,13864,121,4,Nice product,2023-06-18
520,3510,137,2,Disappointed,2022-06-23
521,10646,104,4,Satisfied with purchase,2023-10-09
522,2024,37,4,Nice product,2023-05-21
523,7443,166,5,Highly recommend!,2022-02-13
524,2101,3,5,Excellent product!,2022-07-20
525,4959,44,5,Best purchase ever!,2022-07-11
526,6311,72,3,Not bad,2021-08-04
527,11805,62,3,Decent,2023-01-04
528,13657,76,3,It's okay,2023-03-14
529,6715,43,5,Highly recommend!,2021-01-02
530,2773,119,4,Good quality,2023-05-05
531,14862,127,5,Highly recommend!,2022-05-22
532,11633,122,4,Satisfied with purchase,2021-08-25
533,1950,83,4,Satisfied with purchase,2023-03-21
534,14554,66,5,Excellent product!,2022-04-04
535,14805,140,4,Nice product,2021-01-06
536,9543,121,5,Love it!,2023-05-07
537,12212,37,4,Satisfied with purchase,2022-10-16
538,14956,176,4,Works well,2023-07-16
539,9917,10,3,It's okay,2021-11-28
540,5846,104,5,Best purchase ever!,2023-07-11
541,10244,95,3,Decent,2023-10-25
542,13654,68,5,Love it!,2022-07-11
543,10374,11,4,,2022-03-02
544,6644,34,4,Nice product,2021-07-14
545,6879,65,4,Nice product,2022-01-04
546,14676,177,4,Good quality,2023-03-12
547,14439,73,4,Satisfied with purchase,2021-02-22
548,5726,83,4,Satisfied with purchase,2022-10-27
549,582,76,3,It's okay,2023-02-20
550,322,104,5,Excellent product!,2023-07-02
551,14134,68,4,Good quality,2023-05-08
552,4951,171,5,Highly recommend!,2022-08-03
553,8327,21,5,Highly recommend!,2021-10-25
554,6991,100,5,Highly recommend!,2023-01-23
555,8721,161,4,Satisfied with purchase,2021-02-03
556,11981,2,3,Not bad,2023-10-17
557,1769,39,4,Satisfied with purchase,2023-10-08
558,1036,60,2,Not great,2023-02-03
559,12697,118,4,Satisfied with purchase,2022-07-10
560,10882,83,4,Works well,2022-04-25
561,4043,188,4,,2021-09-10
562,14564,57,3,Average product,2022-04-26
563,10967,130,4,Good quality,2022-09-06
564,11992,52,5,Best purchase ever!,2021-12-17
565,4621,78,2,Not great,2023-08-21
566,539,196,4,Works well,2023-09-22
567,4086,67,5,Love it!,2023-05-25
568,8072,179,5,,2023-06-01
569,11114,173,2,Could be better,2023-10-15
570,14319,80,4,Good quality,2022-08-12
571,395,105,3,Decent,2022-08-12
572,14973,161,2,Disappointed,2022-02-19
573,8420,135,5,Highly recommend!,2022-07-01
574,55,26,5,Best purchase ever!,2023-11-14
575,10331,104,4,,2021-01-27
576,7661,191,2,Could be better,2023-01-19
577,8426,161,2,Disappointed,2021-09-09
578,14829,139,4,Satisfied with purchase,2021-09-15
579,9488,76,5,Highly recommend!,2022-09-13
580,8864,28,3,It's okay,2021-07-09
581,11699,118,4,Satisfied with purchase,2021-10-21
582,3584,166,4,Nice product,2021-12-30
583,8954,82,3,Decent,2022-04-22
584,6616,142,4,Satisfied with purchase,2022-05-21
585,11486,95,4,Satisfied with purchase,2022-10-02
586,5614,104,3,Average product,2022-01-14
587,10514,99,3,Decent,2023-02-23
588,3562,150,4,Works well,2023-12-24
589,12792,103,2,Disappointed,2023-10-09
590,6931,74,5,Love it!,2021-11-24
591,8357,191,5,Best purchase ever!,2022-04-21
592,5952,83,2,Not great,2023-11-28
593,13745,191,5,Highly recommend!,2021-07-16
594,4421,136,5,Best purchase ever!,2022-01-15
595,7031,43,2,Below expectations,2022-08-29
596,14712,194,1,Do not buy,2023-11-01
597,3080,38,5,Love it!,2023-05-17
598,9902,61,2,Disappointed,2021-09-01
599,9818,24,3,Decent,2021-10-13
600,2422,10,4,Works well,2023-05-08
601,11800,82,3,Decent,2023-01-09
602,13136,80,4,Works well,2021-09-04
603,3028,163,5,Highly recommend!,2023-07-11
604,499,133,5,Highly recommend!,2023-01-04
605,1426,117,3,It's okay,2021-11-05
606,4853,115,5,Love it!,2022-06-28
607,7166,164,5,Love it!,2022-04-14
608,6733,84,5,Excellent product!,2021-03-15
609,13859,177,3,Average product,2023-02-22
610,8941,48,2,Below expectations,2023-11-17
611,6488,141,4,,2022-11-26
612,12859,152,5,Highly recommend!,2023-01-12
613,14115,108,4,Satisfied with purchase,2023-08-08
614,13589,169,4,,2022-12-21
615,12412,160,4,Nice product,2021-03-26
616,12802,92,5,Best purchase ever!,2021-09-07
617,11911,162,5,Excellent product!,2021-02-23
618,14742,87,5,Excellent product!,2022-09-29
619,8,151,4,Works well,2023-03-29
620,11695,19,4,Satisfied with purchase,2021-06-12
621,4884,128,2,Below expectations,2022-01-27
622,10522,63,3,Decent,2022-02-04
623,13912,94,4,Nice product,2023-10-08
624,4274,84,4,Works well,2021-01-27
625,6319,16,2,Could be better,2021-11-04
626,11702,100,4,Works well,2021-12-01
627,61,149,3,Decent,2021-10-22
628,12913,177,5,Best purchase ever!,2021-11-22
629,13360,112,3,It's okay,2023-08-04
630,11439,96,3,It's okay,2022-10-03
631,6389,113,4,Satisfied with purchase,2021-05-04
632,13655,59,5,Best purchase ever!,2021-05-04
633,14315,47,2,Disappointed,2022-12-17
634,2875,56,5,Love it!,2022-10-26
635,10061,177,2,,2022-06-24
636,8057,172,3,Not bad,2021-09-27
637,2778,130,3,,2023-01-30
638,9775,184,3,It's okay,2023-10-21
639,12073,45,5,Excellent product!,2022-02-12
640,11437,6,4,Nice product,2022-12-14
641,7437,113,5,Highly recommend!,2021-10-09
